iter	Logloss
251	0.4056798121
252	0.4055864626
253	0.4055165251
254	0.405411461
255	0.4053875733
256	0.4053036909
257	0.4052357249
258	0.4051055024
259	0.4050576418
260	0.4050113163
261	0.404952907
262	0.4048602081
263	0.4047516129
264	0.4046563493
265	0.4044961577
266	0.4043602665
267	0.4042623552
268	0.4041530628
269	0.4040212269
270	0.4039524106
271	0.4038511073
272	0.4038361085
273	0.4037560436
274	0.4037032114
275	0.4035453169
276	0.4034785655
277	0.4034059537
278	0.4032746393
279	0.4031780679
280	0.4030563731
281	0.4029562675
282	0.4028631266
283	0.4027231677
284	0.402603571
285	0.4024231769
286	0.4023468361
287	0.4022949019
288	0.4022012429
289	0.4021149197
290	0.4020232664
291	0.4019453677
292	0.4018677716
293	0.4018439656
294	0.4017748853
295	0.4016849917
296	0.4016192536
297	0.4015018819
298	0.4014748784
299	0.4013969718
300	0.4013309835
301	0.4012699927
302	0.4012024117
303	0.4011321724
304	0.4010036024
305	0.4008779841
306	0.4008580635
307	0.4007595423
308	0.4006502579
309	0.4005881166
310	0.4004604602
311	0.4003908941
312	0.4002880384
313	0.4002122521
314	0.4001059297
315	0.4000272654
316	0.3999348203
317	0.3998345411
318	0.399821212
319	0.3997612895
320	0.3996552075
321	0.3995769356
322	0.399491926
323	0.3994021068
324	0.3992443261
325	0.3991775701
326	0.3990942684
327	0.3989990733
328	0.3988694072
329	0.3987826028
330	0.3986573795
331	0.3985372423
332	0.3984665752
333	0.3983873984
334	0.3983011123
335	0.3981929594
336	0.3981852803
337	0.3980817019
338	0.3979879782
339	0.3979262407
340	0.3977756124
341	0.3976845247
342	0.3976175591
343	0.3975581659
344	0.397499841
345	0.3974376172
346	0.3973670647
347	0.3972907385
348	0.3971965363
349	0.3970989712
350	0.3969824024
351	0.396905145
352	0.3968196061
353	0.3967430093
354	0.3966838697
355	0.3965886346
356	0.3964847497
357	0.3964413504
358	0.3963028252
359	0.3962420858
360	0.396144744
361	0.3960802039
362	0.3959621243
363	0.3957293421
364	0.3956508496
365	0.3955746289
366	0.3954641242
367	0.3954040045
368	0.3952868187
369	0.3952181575
370	0.3951875659
371	0.3951310675
372	0.3950524844
373	0.3949755728
374	0.394886192
375	0.3948260071
376	0.3947579508
377	0.3946948202
378	0.3945804772
379	0.3945281679
380	0.3943704499
381	0.394260188
382	0.3941902747
383	0.3940903117
384	0.3939866021
385	0.3938975231
386	0.3938142459
387	0.3937262153
388	0.3937155294
389	0.3936349013
390	0.3935371553
391	0.3934381653
392	0.3933404781
393	0.3932705285
394	0.393207813
395	0.3931134499
396	0.3929990454
397	0.3928926217
398	0.3928244421
399	0.3927495944
400	0.3926610303
401	0.3925834459
402	0.3925002533
403	0.3924430643
404	0.3923867505
405	0.3923253442
406	0.3923146767
407	0.3922186498
408	0.3921250862
409	0.3920583221
410	0.3919882423
411	0.3919091962
412	0.3918576116
413	0.3917555028
414	0.3916880152
415	0.3915722134
416	0.3914900629
417	0.39143079
418	0.3913832474
419	0.3913715007
420	0.391301521
421	0.3912355049
422	0.391124231
423	0.3910393684
424	0.3909720489
425	0.3908879925
426	0.3908025209
427	0.3907214654
428	0.3906628092
429	0.3906442424
430	0.3905651666
431	0.3903145892
432	0.3902505394
433	0.3901590299
434	0.3900626351
435	0.3899893225
436	0.3898913124
437	0.3897926871
438	0.3897099148
439	0.3896254929
440	0.3895148322
441	0.3894592903
442	0.3894043875
443	0.3893304784
444	0.3892390433
445	0.3891484355
446	0.3890641867
447	0.3889700111
448	0.38887438
449	0.3887731091
450	0.388720552
451	0.3886525118
452	0.3885886941
453	0.3885249291
454	0.3884439906
455	0.3883564771
456	0.388182235
457	0.3881054591
458	0.3881005514
459	0.3880288152
460	0.3880119846
461	0.3879108931
462	0.3878452507
463	0.3878292762
464	0.3877485306
465	0.3876426926
466	0.3875970073
467	0.3875064984
468	0.3874163808
469	0.3873310433
470	0.3872768409
471	0.3872305765
472	0.3871716441
473	0.3871219861
474	0.387036394
475	0.3869474458
476	0.3868689792
477	0.3868550588
478	0.386757682
479	0.3866580007
480	0.3865904273
481	0.3864750867
482	0.3864170724
483	0.3863474814
484	0.3862648135
485	0.38621493
486	0.3861645932
487	0.3860967927
488	0.3860237031
489	0.3859286161
490	0.3858486688
491	0.3857637211
492	0.3856781134
493	0.3856056878
494	0.3855125275
495	0.3854142671
496	0.38536323
497	0.3852923192
498	0.3852753437
499	0.3852116471
500	0.3851544295
501	0.3850736675
502	0.384994621
503	0.3849140897
504	0.3848540852
505	0.3847635565
506	0.3846855596
507	0.3846186505
508	0.3845383426
509	0.3844964049
510	0.3844433462
511	0.3843700692
512	0.3842976851
513	0.3842285178
514	0.384146445
515	0.3840828666
516	0.3840286235
517	0.3839457707
518	0.383737902
519	0.3836716743
520	0.3836050364
521	0.3835081089
522	0.383472369
523	0.3833815936
524	0.3832923665
525	0.3831861065
526	0.3831239079
527	0.3830514374
528	0.3829931211
529	0.3829213703
530	0.382899273
531	0.3828396579
532	0.3827601444
533	0.382612131
534	0.3825381052
535	0.3824745034
536	0.3824126438
537	0.382342989
538	0.3823151749
539	0.3822513522
540	0.3821830627
541	0.3821019412
542	0.3820393915
543	0.3819673024
544	0.381902798
545	0.3818264121
546	0.3817695989
547	0.3816962937
548	0.3816434525
549	0.3815587187
550	0.381517013
551	0.3814380954
552	0.3813802955
553	0.3812988261
554	0.3812072905
555	0.3811270424
556	0.3810859925
557	0.3809994163
558	0.3809466444
559	0.3808743936
560	0.3807925976
561	0.3807126386
562	0.3806536346
563	0.3805760416
564	0.3805104326
565	0.3804721161
566	0.3804030524
567	0.3802907528
568	0.3802336717
569	0.3801648997
570	0.3801452975
571	0.3800655771
572	0.379996943
573	0.3798849506
574	0.3798338243
575	0.3797606886
576	0.3796836387
577	0.379608567
578	0.3795502069
579	0.3794661201
580	0.3793979218
581	0.3793169874
582	0.3792301885
583	0.3791155045
584	0.3790282894
585	0.3790122036
586	0.3789558224
587	0.3788929397
588	0.3788311837
589	0.3787823862
590	0.3787236454
591	0.378647687
592	0.3785859725
593	0.3784932611
594	0.3784206174
595	0.3783718876
596	0.3783261515
597	0.3782440427
598	0.3781813971
599	0.3780989594
600	0.378040076
601	0.3779670484
602	0.3778764958
603	0.3778583747
604	0.3776835413
605	0.3775878586
606	0.3775159443
607	0.3774333362
608	0.3773340927
609	0.3772501109
610	0.3771737749
611	0.377116345
612	0.3770868779
613	0.377020361
614	0.3769674636
615	0.3768749293
616	0.376831729
617	0.3767451262
618	0.376675182
619	0.3765971464
620	0.3765388396
621	0.3764745974
622	0.3764216722
623	0.3763699557
624	0.3763221478
625	0.3762550473
626	0.3761999395
627	0.3761328198
628	0.3760632313
629	0.3760169556
630	0.3759391575
631	0.3758668067
632	0.3758277592
633	0.3757580825
634	0.3756958958
635	0.3756257428
636	0.3755261559
637	0.375456387
638	0.3753980959
639	0.3753344946
640	0.3752812279
641	0.3752331638
642	0.375159814
643	0.3750989378
644	0.3750269365
645	0.3749597771
646	0.3748704291
647	0.3747652218
648	0.3746862531
649	0.3746071851
650	0.374563683
651	0.3744333261
652	0.3743862272
653	0.3743243792
654	0.3742420149
655	0.374212993
656	0.3741475163
657	0.3740776595
658	0.3740348289
659	0.373985697
660	0.3739301536
661	0.3738805299
662	0.373792243
663	0.3737351958
664	0.3736831989
665	0.3735992447
666	0.3734946622
667	0.3734262445
668	0.37336419
669	0.3732862908
670	0.3732143297
671	0.3731541649
672	0.3731130314
673	0.3730596134
674	0.3729810804
675	0.3729400114
676	0.3729373994
677	0.3728594205
678	0.3727841735
679	0.3727153891
680	0.372643395
681	0.3725778391
682	0.3725635437
683	0.3724961876
684	0.3724174351
685	0.3723499874
686	0.3722956631
687	0.3722265851
688	0.3721875804
689	0.3721162455
690	0.3720651968
691	0.3719912759
692	0.3719252742
693	0.3718632545
694	0.3717494769
695	0.371666712
696	0.3716264003
697	0.3715494877
698	0.3714690873
699	0.3714096533
700	0.3711883479
701	0.3711336302
702	0.3710716071
703	0.3710262409
704	0.3709648153
705	0.3709055489
706	0.3708591148
707	0.3708056905
708	0.3707336619
709	0.3706574362
710	0.3705869845
711	0.3705088034
712	0.3704695865
713	0.3704038465
714	0.3703397632
715	0.3702565779
716	0.3702055167
717	0.3701385204
718	0.3700740631
719	0.3700189262
720	0.3699289869
721	0.3698837997
722	0.3697926152
723	0.3697267867
724	0.3696514744
725	0.3696047805
726	0.3695651848
727	0.369498649
728	0.369434451
729	0.3693692787
730	0.3693364254
731	0.369268462
732	0.3691972291
733	0.369131235
734	0.3690829896
735	0.3690382143
736	0.3689831824
737	0.3688960719
738	0.3688422497
739	0.3687733819
740	0.3687108438
741	0.3686577931
742	0.3685898342
743	0.3685401655
744	0.3684435604
745	0.3683929582
746	0.3683379968
747	0.3682572691
748	0.368189899
749	0.3681403753
750	0.3681091954
751	0.3680348299
752	0.3679775408
753	0.367900835
754	0.3678230568
755	0.367749529
756	0.3676728349
757	0.3676015184
758	0.3675131355
759	0.3674626207
760	0.3674045683
761	0.3673324304
762	0.3672852347
763	0.3672453233
764	0.3672016251
765	0.3671121886
766	0.367070108
767	0.3670089356
768	0.3669445514
769	0.3668815681
770	0.366827723
771	0.3667633834
772	0.3667017215
773	0.3666113897
774	0.3665414329
775	0.3664822734
776	0.3663911807
777	0.3663534166
778	0.3663060429
779	0.3662471154
780	0.3662080244
781	0.3661454868
782	0.3660962475
783	0.3660517461
784	0.365962901
785	0.3658879574
786	0.365825093
787	0.3657728248
788	0.3657143089
789	0.3656447603
790	0.3655884613
791	0.3655334528
792	0.3654664324
793	0.3653865586
794	0.3653145616
795	0.3652616352
796	0.3652167321
797	0.3651502257
798	0.365104771
799	0.3650019869
800	0.3649368051
801	0.3649088413
802	0.3648402475
803	0.3647806045
804	0.3647074203
805	0.3646585417
806	0.3645889843
807	0.3645447335
808	0.3645109793
809	0.3644607718
810	0.3644253018
811	0.3643927504
812	0.3643251569
813	0.3642672497
814	0.3642027917
815	0.3641553007
816	0.3641150931
817	0.3640590882
818	0.3639748239
819	0.3638928603
820	0.3638193798
821	0.3637889481
822	0.363731326
823	0.3636549325
824	0.3635772259
825	0.36348417
826	0.3634110969
827	0.363338976
828	0.363279923
829	0.3632183579
830	0.3631867599
831	0.3631288937
832	0.3630683128
833	0.3630125597
834	0.3629443033
835	0.3628940466
836	0.3628262749
837	0.3627601738
838	0.3627230931
839	0.3626571901
840	0.3625653201
841	0.3624943533
842	0.3624427358
843	0.3623711133
844	0.3623127922
845	0.3622725896
846	0.3622175256
847	0.3621733839
848	0.3621302457
849	0.3620537437
850	0.3619947164
851	0.3619528032
852	0.3619226221
853	0.361884289
854	0.3618357043
855	0.3617630415
856	0.3617149066
857	0.3616579768
858	0.3615818783
859	0.3615146761
860	0.3614801025
861	0.3614148034
862	0.361374823
863	0.3613532277
864	0.3612724755
865	0.3612333437
866	0.3611793213
867	0.361040137
868	0.3610010787
869	0.360971895
870	0.3609053205
871	0.3608493686
872	0.3607953513
873	0.360784478
874	0.3607261247
875	0.3606637681
876	0.3605830283
877	0.360502445
878	0.3604470424
879	0.3603961504
880	0.3603397599
881	0.3602931631
882	0.3602532841
883	0.3602059146
884	0.3601394501
885	0.3601084384
886	0.360012348
887	0.359964392
888	0.3599141685
889	0.3598411294
890	0.3597678993
891	0.3597274589
892	0.3596885286
893	0.3596187041
894	0.3595773354
895	0.3595228161
896	0.3594755841
897	0.3594193128
898	0.359346131
899	0.3592572281
900	0.3592311876
901	0.3591678241
902	0.359111665
903	0.3590586615
904	0.35900764
905	0.3589382882
906	0.3588940675
907	0.3588271372
908	0.3587534412
909	0.3586720942
910	0.3585961297
911	0.3585400731
912	0.3584655751
913	0.3583877924
914	0.3583182361
915	0.3582424287
916	0.3581780561
917	0.3581510643
918	0.3581037263
919	0.3580378312
920	0.3579698245
921	0.3579345999
922	0.3578643586
923	0.3578483193
924	0.3577908659
925	0.3577272777
926	0.3576703193
927	0.357625831
928	0.3575556279
929	0.3574847205
930	0.3574272534
931	0.3573736822
932	0.3573107749
933	0.3572274607
934	0.3571597448
935	0.3571311792
936	0.3570421229
937	0.3569808221
938	0.3569337101
939	0.3568906742
940	0.3568558071
941	0.3567835473
942	0.3567273919
943	0.356668951
944	0.3565658464
945	0.3564942346
946	0.3564115702
947	0.356351928
948	0.3562967459
949	0.3562310929
950	0.3561666343
951	0.3561403091
952	0.3560714919
953	0.3560158933
954	0.3559594242
955	0.3558932094
956	0.3558222265
957	0.355751197
958	0.3557024731
959	0.3556365227
960	0.3555868275
961	0.3555424791
962	0.3554679851
963	0.355424126
964	0.3553861779
965	0.3553231539
966	0.3552874447
967	0.3552448085
968	0.3551710056
969	0.3551242682
970	0.3550670464
971	0.3549905936
972	0.3549061893
973	0.3548414509
974	0.3547718135
975	0.3547017925
976	0.3546527354
977	0.3546002765
978	0.3545506049
979	0.3544780265
980	0.3544237341
981	0.3543877404
982	0.3543194321
983	0.3542725797
984	0.3542179711
985	0.3541668326
986	0.3541197228
987	0.3540354639
988	0.3539772234
989	0.3539512781
990	0.3539209462
991	0.353891584
992	0.3537986257
993	0.3537234024
994	0.353648863
995	0.3535804408
996	0.3535270897
997	0.3534734616
998	0.3534321563
999	0.353386627
